Kategori,Url Berita,Tanggal,Ringkasan Fenomena,Sentiment,Alasan
Angkutan Darat,"https://www.antaranews.com/berita/4767013/tutup-angkutan-lebaran-2025-kai-catat-layani-47-juta-pelanggan, https://ketik.co.id/berita/libur-panjang-39442-penumpang-padati-terminal-purabaya?utm_source=chatgpt.com, https://www.rri.co.id/daerah/1433748/terminal-purabaya-surabaya-tarif-bus-ekonomi-tidak-naik?utm_source=chatgpt.com, https://money.kompas.com/read/2025/06/17/082729126/bank-dunia-bantu-pendanaan-pengembangan-sistem-angkutan-umum-massal-di-7-kota?utm_source=chatgpt.com, https://megapolitan.kompas.com/read/2025/06/04/09100501/kecelakaan-truk-dan-minibus-di-tol-wiyoto-wiyono-kendaraan-rusak-parah?utm_source=chatgpt.com",12 April; 13 Mei; 4 April; 17 Juni; 4 Juni,"Berdasarkan artikel-artikel yang berhasil dikumpulkan, transportasi di Indonesia menunjukkan berbagai dinamika. PT KAI mencatat telah melayani 4,7 juta pelanggan selama Angkutan Lebaran 2025. Selain kereta api, transportasi darat juga ramai, dengan Terminal Purabaya di Surabaya dipadati 39.442 penumpang selama libur panjang, dan tarif bus ekonomi dilaporkan tidak mengalami kenaikan. Di sisi lain, terjadi kecelakaan antara truk dan minibus di Tol Wiyoto Wiyono yang mengakibatkan kerusakan parah pada kendaraan. Untuk mendukung pengembangan sistem transportasi publik yang lebih baik, Bank Dunia memberikan bantuan pendanaan untuk 7 kota, termasuk Surabaya, guna mewujudkan angkutan massal yang lebih efisien.",Positif,"Meskipun ada insiden kecelakaan yang disorot, sentimen positif mendominasi karena adanya kinerja solid dari transportasi publik. KAI berhasil melayani 4,7 juta pelanggan dan Terminal Purabaya dipadati puluhan ribu penumpang dengan tarif bus ekonomi yang stabil. Bantuan dari Bank Dunia untuk pengembangan angkutan massal di Surabaya juga menjadi kabar baik yang memperkuat optimisme terhadap masa depan transportasi di Indonesia."
Angkutan Laut,"https://radarsurabayabisnis.jawapos.com/transportasi-logistik/2185851744/arus-balik-lebaran-lewat-transportasi-laut-belum-selesai-polres-perak-kawal-pemudik-di-gapura-surya-nusantara?utm_source=chatgpt.com, https://www.detik.com/kalimantan/bisnis/d-7935553/kabar-gembira-tiket-angkutan-laut-diskon-50-selama-juni-juli-2025?utm_source=chatgpt.com, https://navigasi.co.id/detail/207718/diskon-50-persen-tiket-kapal-pelni-berlaku-mulai-juni-hingga-juli-2025?utm_source=chatgpt.com",7 April; 27 Mei; 21 Juni,"Arus balik Lebaran melalui transportasi laut masih berlangsung, dengan Polres Pelabuhan Tanjung Perak mengawal pemudik di Gapura Surya Nusantara. Di tengah periode ini, ada kabar baik bagi pengguna jasa angkutan laut: tiket kapal PELNI dan angkutan laut lainnya mendapatkan diskon 50% selama bulan Juni dan Juli 2025. Diskon ini diharapkan dapat membantu masyarakat, khususnya yang bepergian selama masa liburan.",Positif,"1. Kebijakan diskon tiket kapal PELNI dan angkutan laut lainnya memberikan manfaat ekonomi langsung bagi masyarakat, terutama selama masa liburan.
2. Diskon ini memudahkan akses transportasi laut bagi pemudik dan wisatawan, yang mendorong pergerakan masyarakat secara lebih terjangkau.
3. Pengawalan oleh Polres Pelabuhan Tanjung Perak menunjukkan adanya perhatian terhadap keselamatan dan kenyamanan pemudik selama arus balik.
4. Penggunaan frasa seperti ""ada kabar baik"" mempertegas bahwa isi berita bersifat menggembirakan atau positif untuk masyarakat pengguna jasa transportasi laut."
Angkutan Sungai Danau dan Penyeberangan,"https://ramadhan.antaranews.com/berita/4767913/asdp-layani-582-juta-penumpang-secara-nasional-saat-angkutan-lebaran?utm_source=chatgpt.com, https://jatim.antaranews.com/berita/916449/biaya-operasional-naik-gapasdap-keluhkan-bisnis-angkutan-penyeberangan?utm_source=chatgpt.com, https://www.metrotvnews.com/read/bzGCR5qp-pengusaha-angkutan-penyeberangan-keberatan-diskon-tarif-50-saat-peak-season",13 April; 18 April; 5 Juni,"Dalam sektor transportasi laut, ASDP berhasil melayani 5,82 juta penumpang secara nasional selama angkutan Lebaran. Namun, di tengah tingginya permintaan ini, Asosiasi Pengusaha Ferry Indonesia (GAPASDAP) mengeluhkan kenaikan biaya operasional yang membuat bisnis angkutan penyeberangan menjadi sulit. Selain itu, para pengusaha juga merasa keberatan dengan kebijakan diskon tarif 50% saat puncak musim liburan, yang semakin menekan profitabilitas mereka.",Negatif,"1. Mereka mengeluhkan kenaikan biaya operasional, yang menunjukkan adanya tekanan finansial dalam industri penyeberangan.
2. Kebijakan diskon tarif 50% saat puncak musim liburan dianggap memberatkan pelaku usaha, karena justru diberlakukan saat permintaan tinggi sehingga potensi keuntungan ikut berkurang.
3. Meskipun permintaan tinggi (5,82 juta penumpang), hal ini tidak diiringi dengan keuntungan yang sebanding, sehingga memberikan gambaran bahwa pertumbuhan volume tidak otomatis berarti kondisi bisnis membaik.
4. Nada utama berita berasal dari keluhan dan keberatan pelaku industri, bukan keberhasilan layanan penumpang, sehingga sentimen dominannya bersifat negatif."
Angkutan Udara,"https://suryakabar.com/2025/04/12/libur-lebaran-2025-bandara-juanda-layani-939-ribu-penumpang/?utm_source=chatgpt.com, https://ekonomi.espos.id/jumlah-penumpang-pesawat-selama-lebaran-2025-naik-tipis-08-2081721?utm_source=chatgpt.com, https://sidoarjokab.go.id/berita/detail/1747619916/0, https://money.kompas.com/read/2025/06/12/110900726/diskon-tiket-pesawat-selama-libur-sekolah-pemerintah-gelontorkan-rp-430-miliar?utm_source=chatgpt.com",12 April; 10 April; 18 Mei; 12 Juni,"Libur Lebaran 2025 menjadi masa sibuk bagi transportasi udara, dengan Bandara Juanda di Sidoarjo melayani 939 ribu penumpang, sementara jumlah penumpang pesawat secara nasional mengalami kenaikan 0,8%. Untuk mengantisipasi lonjakan lain, pemerintah menggelontorkan dana sebesar Rp430 miliar untuk program diskon tiket pesawat selama libur sekolah. Di Sidoarjo sendiri, pemerintah daerah menyelenggarakan berbagai kegiatan untuk mengisi liburan sekolah, seperti lomba dan pertunjukan seni di Alun-alun, yang menunjukkan perpaduan antara mobilitas masyarakat dan aktivitas lokal.",Negatif,"1. Kenaikan hanya sebesar 0,8% secara nasional bisa dianggap sebagai pertumbuhan yang stagnan atau tidak signifikan, yang menunjukkan masih lesunya sektor transportasi udara.
2. Pemerintah harus menggelontorkan Rp430 miliar untuk program diskon tiket pesawat, yang bisa diinterpretasikan sebagai indikator bahwa harga tiket terlalu mahal atau permintaan masyarakat masih rendah tanpa subsidi.
3. Aktivitas positif seperti lomba dan pertunjukan seni hanya terjadi pada momentum libur sekolah, menunjukkan belum adanya program berkelanjutan yang mendorong pariwisata dan ekonomi kreatif secara konsisten di luar musim liburan."
"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir","https://www.antaranews.com/berita/4841833/pos-indonesia-nilai-permen-layanan-pos-penting-untuk-industri-logistik?page=2&utm_source=chatgpt.com#google_vignette, https://www.diklatkerja.com/blog/pos-indonesia-pionir-logistik-sejak-pra-merdeka-hingga-modern?utm_source=chatgpt.com, https://teknologi.bisnis.com/read/20250516/101/1877534/komdigi-terbitkan-pm-82025-babak-baru-pos-dan-logistik?utm_source=chatgpt.com, https://money.kompas.com/read/2025/06/11/221614426/volume-pengangkutan-kalog-express-24356-ton-didominasi-paket-hingga-motor?utm_source=chatgpt.com",18 Mei; 29 April; 16 Mei; 11 Juni,"Berita seputar sektor logistik dan pos menunjukkan beberapa perkembangan penting. PT Pos Indonesia menyambut baik Peraturan Menteri (Permen) tentang Layanan Pos yang dinilai penting untuk industri logistik, mengingat peran mereka sebagai pionir di sektor ini sejak masa pra-kemerdekaan. Di sisi lain, Kementerian Komunikasi dan Digital (Komdigi) juga menerbitkan Permen No. 8/2025 yang dianggap sebagai babak baru bagi sektor pos dan logistik. Sementara itu, di ranah perusahaan, Kalog Express mencatatkan volume pengangkutan yang signifikan sebesar 24.356 ton, dengan dominasi pengiriman paket dan sepeda motor.",Positif,"1. PT Pos Indonesia menyambut baik hadirnya Permen tentang Layanan Pos, yang menunjukkan adanya kebijakan pemerintah yang mendukung dan memperkuat sektor logistik dan pos.
2. Permen No. 8/2025 dari Komdigi dianggap sebagai babak baru bagi sektor ini, mencerminkan harapan dan arah positif terhadap pertumbuhan dan transformasi industri logistik nasional.
3. Kalog Express mencatatkan volume pengangkutan yang tinggi (24.356 ton), menandakan peningkatan aktivitas dan performa operasional perusahaan di sektor logistik.
"
Penyediaan Akomodasi,"https://radarsidoarjo.jawapos.com/lifestyle/855930275/favehotel-sidoarjo-hadirkan-minuman-sehat-green-detox-dan-orange-rabbit, https://insight.kontan.co.id/news/efisiensi-belanja-pemerintah-mulai-tekan-bisnis-perhotelan?utm_source=chatgpt.com, https://suarapubliknews.net/bisnis-hotel-dan-restoran-jatim-merana-di-2025-kebijakan-pemerintah-jadi-sorotan/?utm_source=chatgpt.com, https://instanews.co.id/detail/78848/btn-jakim-2025-dan-btn-beri-kemudahan-logistik-peserta-lewat-penawaran-akomodasi-terjangkau?utm_source=chatgpt.com",26 April; 01 Mei; 27 Mei; 12 Juni,"Berdasarkan artikel-artikel yang berhasil diakses, industri perhotelan menunjukkan gambaran yang beragam. Di Sidoarjo, favehotel berinovasi dengan meluncurkan minuman sehat untuk menarik pelanggan. Namun, secara umum, bisnis hotel dan restoran di Jawa Timur mengalami kesulitan pada tahun 2025, yang dipicu oleh efisiensi belanja pemerintah. Dampak dari kebijakan ini juga terasa di tingkat nasional, yang menekan bisnis perhotelan. Meskipun demikian, masih ada upaya untuk mendukung sektor ini, seperti yang dilakukan oleh BTN dan JAKIM 2025, yang menawarkan akomodasi terjangkau untuk memudahkan peserta acara.",Positif,"1. favehotel di Sidoarjo melakukan inovasi dengan meluncurkan minuman sehat, menunjukkan adanya upaya adaptasi dan kreativitas dalam menarik pelanggan di tengah tantangan industri.
2. Keterlibatan BTN dan JAKIM 2025 dalam menyediakan akomodasi terjangkau mencerminkan adanya dukungan konkret untuk menopang sektor perhotelan selama masa sulit.
3. Meski menghadapi tekanan akibat efisiensi belanja pemerintah, keberadaan inisiatif lokal dan nasional menunjukkan sektor ini tidak pasif dan terus mencari cara untuk bertahan dan berkembang.
"
Penyediaan Makan Minum,"https://www.liputan6.com/bisnis/read/6009835/realisasi-program-makan-bergizi-gratis-capai-rp-23-triliun-hingga-april-2025?utm_source=chatgpt.com, https://uptdiklatukm.diskopukm.jatimprov.go.id/2025/04/15/pelatihan-umkm-makanan-dan-minuman-hadirkan-dinkes-bpom/?utm_source=chatgpt.com, https://www.instagram.com/p/DDPR7bYvRlB/?utm_source=chatgpt.com\, https://mediaindonesia.com/teknologi/766561/transformasi-bisnis-kuliner-dengan-aplikasi-ai-berbasis-cloud?utm_source=chatgpt.com, https://www.urbanasia.com/news/teknologi-ai-dan-cloud-bisa-bikin-bisnis-kuliner-naik-kelas-U71568?utm_source=chatgpt.com, https://validnews.id/ekonomi/kemenkeu-per-juni-mbg-sudah-makan-anggaran-rp-triliun?utm_source=chatgpt.com",30 April; 15 April; 30 April; 01 Mei; 17 Juni,"Pemerintah Indonesia terus melanjutkan Program Makan Bergizi Gratis (MBG), dengan realisasi anggaran yang mencapai triliunan rupiah hingga Juni 2025. Di sektor UMKM, Dinas Koperasi dan UKM Jawa Timur mengadakan pelatihan bagi pelaku usaha makanan dan minuman dengan menggandeng Dinkes dan BPOM untuk meningkatkan kualitas produk. Sejalan dengan upaya peningkatan kualitas, bisnis kuliner juga mengalami transformasi signifikan dengan adopsi teknologi AI dan cloud, yang membantu UMKM untuk naik kelas dan meningkatkan efisiensi operasional.",Positif,"1. Program Makan Bergizi Gratis (MBG) dengan anggaran besar menunjukkan komitmen pemerintah dalam meningkatkan gizi dan kesehatan masyarakat.
2. Pelatihan yang melibatkan Dinas Koperasi, Dinkes, dan BPOM memperkuat kualitas dan keamanan produk UMKM, terutama di sektor makanan dan minuman.
3. Adopsi teknologi AI dan cloud oleh UMKM kuliner menunjukkan inovasi dan kemajuan, yang meningkatkan efisiensi serta daya saing usaha kecil.
4. Seluruh inisiatif ini berkontribusi langsung pada pertumbuhan ekonomi daerah dan pemberdayaan pelaku usaha mikro secara konkret.
"
Informasi dan Komunikasi,"https://www.instagram.com/p/DJp7uLAT51Q/?utm_source=chatgpt.com, https://teknologi.bisnis.com/read/20250507/101/1875182/telkom-raup-rp5-triliun-dari-segmen-b2b-kuartal-i2025-ditopang-layanan-digital?utm_source=chatgpt.com, https://www.reuters.com/sustainability/boards-policy-regulation/indonesia-signs-wiretapping-pacts-with-telco-operators-analysts-flag-privacy-2025-06-26/?utm_source=chatgpt.com",15 Mei; 07 Mei; 26 Juni,"PT Telkom meraih pendapatan sebesar Rp5 triliun dari segmen bisnis-ke-bisnis (B2B) pada kuartal pertama tahun 2025, didorong oleh pertumbuhan layanan digital. Di sisi lain, pemerintah Indonesia telah menandatangani perjanjian penyadapan dengan beberapa operator telekomunikasi, sebuah langkah yang memicu kekhawatiran dari para analis mengenai isu privasi pengguna.",Positif,"1. PT Telkom meraih pendapatan Rp5 triliun dari segmen B2B pada kuartal I 2025, menunjukkan pertumbuhan yang kuat, terutama dari layanan digital.
2. Layanan digital menjadi pendorong utama pertumbuhan, mencerminkan transformasi digital yang sukses dan peluang ekspansi bisnis yang menjanjikan.
3. Narasi utama berfokus pada keberhasilan Telkom, bukan pada kebijakan pemerintah, sehingga sentimen dominan tetap positif.
4. Meskipun ada kekhawatiran tentang privasi akibat perjanjian penyadapan, hal ini masih berupa perhatian analis, bukan gangguan langsung terhadap kinerja perusahaan atau pasar saat ini.
"
Jasa Perantara Keuangan,"https://radarsidoarjo.jawapos.com/kota-delta/855941688/bpr-delta-artha-sidoarjo-borong-penghargaan-top-bumd-awards-2025-di-jakarta, https://infobanknews.com/pertumbuhan-kredit-perbankan-melambat-jadi-916-persen-di-maret-2025/?utm_source=chatgpt.com, https://institute.ojk.go.id/iru/policy/detailpolicy/13725/the-financial-services-sector-stable-and-resilient-supporting-the-acceleration-of-national-economic-growth-monthly-board-of-commissioners-meeting-may-2025?utm_source=chatgpt.com",29 April; 09 Mei; 26 Juni,"Dalam dunia keuangan, BPR Delta Artha Sidoarjo berhasil memborong penghargaan di ajang TOP BUMD Awards 2025 di Jakarta, yang menunjukkan kinerja positifnya di tingkat daerah. Sementara itu, di skala nasional, pertumbuhan kredit perbankan mengalami perlambatan menjadi 9,16% per Maret 2025. Meskipun begitu, sektor jasa keuangan secara keseluruhan dinilai stabil dan tangguh, dengan Otoritas Jasa Keuangan (OJK) menyatakan bahwa sektor ini mampu mendukung percepatan pertumbuhan ekonomi nasional.",Positif,"1. BPR Delta Artha Sidoarjo meraih penghargaan di ajang TOP BUMD Awards 2025, menunjukkan kinerja positif dan kontribusi terhadap perekonomian daerah.
2. Meskipun ada perlambatan kredit, sektor jasa keuangan secara keseluruhan tetap dinilai stabil dan tangguh oleh OJK.
3. Sektor jasa keuangan dinilai mampu mendukung percepatan pertumbuhan ekonomi nasional, menandakan peran aktif dan positif dalam pemulihan serta pembangunan ekonomi.
4. Fokus utama berita adalah pada penghargaan dan daya tahan sektor keuangan, sehingga sentimen keseluruhan tetap positif meskipun ada perlambatan pada salah satu indikator.
"
Asuransi dan Dana Pensiun,"https://radarsidoarjo.jawapos.com/kota-delta/855937084/pembekalan-calon-notaris-baru-di-jawa-timur-tekankan-integritas-dan-prinsip-kehati-hatian\, https://keuangan.kontan.co.id/news/pertumbuhan-pendapatan-premi-asuransi-jiwa-melambat-begini-kata-pengamat?utm_source=chatgpt.com, https://keuangan.kontan.co.id/news/per-juni-2025-ojk-awasi-khusus-6-perusahaan-asuransi-dan-reasuransi?utm_source=chatgpt.com",28 April; 13 Mei; 10 Juli,"Dalam berita seputar keuangan dan profesi hukum, calon notaris di Jawa Timur mendapat pembekalan yang menekankan pentingnya integritas dan prinsip kehati-hatian dalam menjalankan profesi. Sementara itu, di sektor asuransi, pertumbuhan pendapatan premi asuransi jiwa mengalami perlambatan, yang memicu perhatian para pengamat. Untuk menjaga stabilitas sektor ini, Otoritas Jasa Keuangan (OJK) per Juni 2025 memberikan pengawasan khusus kepada enam perusahaan asuransi dan reasuransi untuk memastikan mereka beroperasi secara sehat dan sesuai regulasi.",Positif,"1. Penekanan pada integritas dan prinsip kehati-hatian menunjukkan komitmen terhadap profesionalisme dan etika dalam profesi hukum.
2. OJK memberikan pengawasan khusus kepada enam perusahaan asuransi dan reasuransi, yang mencerminkan langkah proaktif untuk menjaga stabilitas sektor keuangan.
3. Pengawasan ini bertujuan memastikan perusahaan beroperasi sesuai regulasi, yang menunjukkan perlindungan terhadap konsumen dan sistem keuangan secara keseluruhan.
4. Meskipun ada perlambatan pertumbuhan premi, narasi utamanya tetap pada penanganan dan penguatan, bukan krisis, sehingga sentimen tetap positif secara keseluruhan."
Jasa Keuangan Lainnya,"https://radarsidoarjo.jawapos.com/kota-delta/855948359/resmikan-koperasi-merah-putih-di-jabon-sidoarjo-warga-kini-bisa-ekspor-rumput-laut, https://infobanknews.com/kinerja-pasar-saham-ri-menguat-selama-mei-2025-tertinggi-di-kawasan-regional/?utm_source=chatgpt.com, https://keuangan.kontan.co.id/news/kinerja-sektor-jasa-keuangan-masih-solid?utm_source=chatgpt.com",30 April; 2 June; 24 Juni,"Pemerintah Kabupaten Sidoarjo meresmikan Koperasi Merah Putih di Kecamatan Jabon untuk memberdayakan warga setempat agar dapat mengekspor rumput laut secara mandiri. Di tingkat nasional, pasar saham Indonesia menunjukkan kinerja yang solid, menjadi yang terkuat di kawasan regional selama bulan Mei 2025. Pergerakan positif ini didukung oleh kinerja sektor jasa keuangan yang juga stabil, dengan permodalan dan likuiditas yang solid.",Positif,"1. Pemerintah Kabupaten Sidoarjo meresmikan Koperasi Merah Putih untuk membantu warga mengekspor rumput laut secara mandiri, menunjukkan dukungan nyata terhadap ekonomi kerakyatan dan ekspor daerah.
2. Pasar saham Indonesia tercatat sebagai yang terkuat di kawasan regional selama Mei 2025, mencerminkan kepercayaan investor dan stabilitas ekonomi nasional.
3. Kinerja sektor jasa keuangan yang stabil dengan permodalan dan likuiditas yang solid menunjukkan pondasi ekonomi yang sehat dan daya tahan sistem keuangan nasional.
4. Tidak ada isu negatif atau tantangan besar yang disebutkan, sehingga keseluruhan informasi menggambarkan kondisi yang konstruktif dan optimistis.
"
Jasa Penunjang Keuangan,"https://limadetik.com/program-kurda-untuk-pembiayaan-umkm-sidoarjo-bupati-subandi-wujudkan-ekonomi-kerakyatan/?utm_source=chatgpt.com, https://bpkad.sidoarjokab.go.id/web/?p=19463, https://edial.co.id/pojok-5-2025-profesi-penunjang-jasa-keuangan/?utm_source=chatgpt.com, https://www.indopremier.com/ipotnews/newsDetail.php?jdl=Hasil_RUPS_Tahunan_Juni_2025_SRSN&news_id=467254&group_news=RESEARCHNEWS&taging_subtype=RUPS&name=&search=y_general&q=RUPS&halaman=",24 April; 23 April; 15 Mei; 19 Juni,"Di Sidoarjo, pemerintah daerah mengambil langkah untuk memajukan ekonomi kerakyatan melalui program pembiayaan UMKM bernama KURDA. Sementara itu, untuk meningkatkan transparansi dan efisiensi, Badan Pengelola Keuangan dan Aset Daerah (BPKAD) Sidoarjo telah menyiapkan Anggaran Pendapatan dan Belanja Daerah (APBD) 2025 menggunakan sistem SIKD. Di tingkat yang lebih luas, profesi penunjang jasa keuangan seperti akuntan publik dan aktuaris menjadi sorotan karena perannya yang vital dalam industri keuangan, dan sebuah Rapat Umum Pemegang Saham (RUPS) tahunan PT Surya Rata Semesta Tbk (SRSN) menyetujui laporan tahunan dan rencana aksi korporasi, termasuk penerbitan saham baru melalui HMETD.",Positif,"1. Arah kebijakan yang progresif (pemberdayaan UMKM & digitalisasi keuangan daerah). Komitmen untuk memperkuat ekonomi lokal dan mendukung pelaku usaha kecil, yang merupakan langkah positif dalam mengurangi ketimpangan dan mendorong pertumbuhan inklusif. Akses pembiayaan bagi UMKM adalah fondasi penting bagi ekonomi daerah.
2. Stabilitas dan perencanaan strategis di sektor privat. Penerapan Sistem Informasi Keuangan Daerah (SIKD) menandakan upaya untuk meningkatkan transparansi, akuntabilitas, dan efisiensi pengelolaan keuangan publik. Ini adalah sinyal positif dalam konteks good governance dan reformasi birokrasi.
3. Peningkatan peran profesional dan tata kelola keuangan. Persetujuan RUPS atas laporan dan rencana aksi korporasi menunjukkan stabilitas dan optimisme perusahaan dalam melangkah ke depan."
Real Estate,"https://www.qualitygroup.id/rumah-komersil-sidoarjo/, https://petisi.co/tersandung-persoalan-hukum-pengembang-perumahan-di-sidoarjo-mencari-keadilan-ke-dprd/?utm_source=chatgpt.com, https://radarsurabayabisnis.jawapos.com/properti/2186013456/bisnis-properti-jawa-timur-turun-25-persen-pengembang-tunggu-kejelasan-regulasi-rumah-subsidi?utm_source=chatgpt.com, https://surabaya.bisnis.com/read/20250523/532/1879540/tanrise-property-anggarkan-capex-rp500-miliar-meski-kondisi-geopolitik-tak-stabil?utm_source=chatgpt.com, https://surabaya.inews.id/read/606631/tingkatkan-profesionalisme-properti-rei-jatim-dorong-adanya-sertifikasi-developer?utm_source=chatgpt.com",10 April; 23 April; 23 Mei; 10 Juni,"Sektor properti di Jawa Timur, khususnya Sidoarjo, menghadapi berbagai dinamika. Bisnis properti di Jawa Timur mengalami penurunan 25 persen, membuat para pengembang menantikan kejelasan regulasi mengenai rumah subsidi. Di tengah kondisi ini, Real Estate Indonesia (REI) Jawa Timur mendorong adanya sertifikasi untuk meningkatkan profesionalisme pengembang, sementara Tanrise Property tetap optimis dengan menganggarkan belanja modal (capex) sebesar Rp500 miliar. Di Sidoarjo sendiri, Quality Group memasarkan perumahan komersil dengan berbagai fasilitas, namun ada juga pengembang lain yang justru tersandung persoalan hukum dan mencari keadilan ke DPRD setempat.",Negatif,"1. Ada penurunan bisnis signifikan. Penurunan 25% adalah angka signifikan yang mencerminkan lesunya permintaan atau hambatan struktural.
2. Ketidakpastian regulasi. Ketidakjelasan aturan pemerintah menyebabkan ketidakpastian dalam perencanaan bisnis dan menghambat pertumbuhan sektor ini.Hal ini menambah beban psikologis dan finansial bagi para pengembang, terutama yang menarget segmen menengah ke bawah.
3. Masalah hukum yang melibatkan pelaku sektor. Kasus hukum dalam bisnis menunjukkan instabilitas atau krisis tata kelola, yang memperkuat kesan negatif.

"
Jasa Perusahaan,"https://jatim.antaranews.com/berita/837689/perusahaan-di-sidoarjo-dukung-pemerintah-capai-nol-emisi-karbon-2060?&m=false&utm_source=chatgpt.com, https://feb.ugm.ac.id/id/berita/13974-feb-ugm-jadi-tuan-rumah-apafest-2025-bahas-masa-depan-profesi-akuntan-di-era-digital?utm_source=chatgpt.com, https://industri.kontan.co.id/news/musim-libur-sekolah-tak-berdampak-signifikan-ke-bisnis-rental-kendaraan-assa?utm_source=chatgpt.com",25 Oktober; 24 Mei; 4 Juni,"Di Sidoarjo, sejumlah perusahaan menunjukkan dukungan terhadap target pemerintah untuk mencapai nol emisi karbon pada 2060 melalui program pengurangan emisi. Sementara itu, di dunia akademis, Fakultas Ekonomi dan Bisnis UGM menjadi tuan rumah sebuah festival yang membahas masa depan profesi akuntan di era digital. Di sektor bisnis, musim liburan sekolah dilaporkan tidak memberikan dampak signifikan pada bisnis penyewaan kendaraan.",Positif,"1. Ada dukungan nyata terhadap isu global (lingkungan). Komitmen terhadap net zero emission merupakan indikator tanggung jawab korporasi dan kesadaran jangka panjang.
2. Ada aktivitas akademik strategis yang relevan dengan masa depan profesi. Pendidikan dan inovasi adalah dua hal utama dalam narasi pembangunan berkelanjutan yang dinilai positif.
3. Elemen netral tentang bisnis kendaraan tidak berdampak besar pada arah sentimen utama"
"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","https://radarsidoarjo.jawapos.com/kota-delta/855932745/dorong-lingkungan-kerja-inklusif-disnaker-sidoarjo-wajibkan-perusahaan-rekrut-tenaga-kerja-disabilitas, https://www.ntvnews.id/ekonomi/0151836/realisasi-belanja-pemerintah-pusat-capai-rp6942-t-hingga-akhir-mei-2025?utm_source=chatgpt.com, https://www.ntvnews.id/ekonomi/0145978/efisiensi-rampung-sri-mulyani-buka-blokir-anggaran-rp866-triliun-ke-99-kementerian-dan-lembaga#, https://www.cakrawala.co/daerah/77515370784/bpjs-ketenagakerjaan-sidoarjo-perkuat-perlindungan-jaminan-sosial-pmi?utm_source=chatgpt.com",27 Juni; 19 Juni; 02 Mei; 18 Juni,"Di Sidoarjo, Dinas Tenaga Kerja mewajibkan perusahaan untuk merekrut minimal satu persen tenaga kerja disabilitas sebagai upaya menciptakan lingkungan kerja yang inklusif, meskipun saat ini baru sebagian kecil perusahaan yang mematuhinya. Sementara itu, BPJS Ketenagakerjaan Sidoarjo juga berupaya memperkuat perlindungan jaminan sosial bagi Pekerja Migran Indonesia (PMI) melalui koordinasi dengan berbagai pihak terkait. Di tingkat nasional, realisasi belanja pemerintah pusat per Mei 2025 telah mencapai Rp694,2 triliun, didorong oleh percepatan belanja barang dan modal. Sejalan dengan hal tersebut, Kementerian Keuangan juga telah membuka blokir anggaran sebesar Rp86,6 triliun untuk 99 kementerian dan lembaga setelah efisiensi anggaran selesai, yang bertujuan untuk mempercepat belanja pada program-program prioritas pemerintah.",Negatif,"1. Fokus ditujukan pada rendahnya implementasi kebijakan inklusif. Kepatuhan perusahaan terhadap kewajiban rekrut disabilitas masih rendah. Ketidakpatuhan ini bisa dianggap sebagai indikator resistensi, kurangnya kepedulian, atau lemahnya pengawasan, sehingga berdampak negatif terhadap tujuan pemerataan kesempatan kerja bagi penyandang disabilitas.
2. Perlindungan PMI dan realisasi anggaran belum optimal secara waktu atau dampak. Kata “berupaya” dan “koordinasi” mengindikasikan bahwa perlindungan tersebut belum sepenuhnya optimal atau tuntas diterapkan, yang bisa ditafsirkan bahwa masih ada kekosongan perlindungan atau celah kebijakan bagi PMI."
